Events calculated on 2025-12-13T07:11:06Z by SWx TREC https://lasp.colorado.edu/space-weather-portal
Date range pairs [start, end], in milliseconds since epoch, for radio-blackout between 3-3
196418220000,196418460000
196888320000,196892460000
199745280000,199750500000
242519220000,242519580000
242669040000,242672100000
243512880000,243518880000
245469480000,245470800000
249042360000,249046020000
253091400000,253093740000
260846100000,260848860000
261150000000,261163440000
262616880000,262653180000
262723020000,262740600000
262795020000,262806480000
263359980000,263362800000
265215420000,265216020000
268790460000,268796340000
268899600000,268902420000
269002440000,269005800000
269043300000,269047260000
275392020000,275394600000
282249180000,282255480000
282322980000,282328560000
282335760000,282337200000
282341520000,282342180000
282441180000,282442800000
282468120000,282468900000
283624020000,283629600000
285103860000,285105720000
287977500000,287981280000
288168540000,288168960000
288203760000,288209340000
288454680000,288456960000
289130100000,289136100000
291232920000,291236580000
291297000000,291300180000
291361380000,291365280000
294044700000,294046260000
297316500000,297320400000
297407280000,297412320000
297849960000,297858060000
303831960000,303832800000
303832980000,303835500000
303987960000,303993900000
304532220000,304552980000
306322620000,306325020000
306629760000,306635100000
306813060000,306816300000
309182040000,309182280000
310908240000,310909500000
311064120000,311064960000
314488920000,314490720000
314517540000,314524200000
316174200000,316180020000
318848400000,318851100000
323708220000,323724540000
323878680000,323883480000
326055060000,326058060000
327790260000,327792360000
328389840000,328395180000
329007420000,329008440000
330398220000,330400800000
331316520000,331319460000
332189460000,332191680000
332410920000,332412120000
340350120000,340356840000
341314920000,341316600000
342279660000,342284280000
342330000000,342336480000
342369840000,342378000000
342410160000,342414900000
342538380000,342545880000
342852360000,342852720000
343150800000,343157460000
349256580000,349257660000
351281520000,351301320000
351499200000,351503220000
351864120000,351867840000
351891060000,351896940000
352045260000,352046280000
352063320000,352065780000
354400740000,354403380000
354935700000,354940860000
355057380000,355058880000
355208520000,355208700000
355748340000,355749720000
355768320000,355770240000
356438640000,356441040000
356476320000,356480100000
356631120000,356637000000
356923080000,356927340000
356967960000,356981700000
357130620000,357142560000
357204000000,357212700000
357339840000,357345780000
357919560000,357921840000
358573200000,358582200000
358848360000,358852560000
364204380000,364206600000
364368720000,364372620000
364982220000,364984320000
365003040000,365005440000
365102640000,365107680000
366445440000,366448800000
369436380000,369437280000
371343420000,371345880000
371715720000,371719020000
371927100000,371930580000
374427660000,374430660000
381280860000,381283080000
381413820000,381433500000
381546180000,381559560000
381934200000,381939060000
382020600000,382022340000
382075020000,382076580000
384318480000,384319500000
386313720000,386324760000
391556820000,391559040000
391952460000,391958760000
392014980000,392020080000
392044380000,392047080000
392047200000,392053380000
392105640000,392106360000
392706720000,392711580000
392808840000,392814840000
392883600000,392886120000
392955480000,392972640000
392984400000,392991000000
393001740000,393004680000
393041340000,393047280000
393548100000,393548820000
393900120000,393905280000
393966540000,393970380000
395047860000,395051040000
395051100000,395054160000
395313360000,395330400000
395749680000,395752860000
395887320000,395890080000
405958020000,405963300000
407125800000,407128800000
408152160000,408156420000
408817200000,408822540000
408898380000,408913560000
409047720000,409049760000
409071840000,409074300000
409393560000,409395420000
409650180000,409653780000
409992180000,409994220000
413098980000,413109720000
421193760000,421196700000
421208640000,421233180000
421369320000,421373220000
421836000000,421839480000
423754260000,423761520000
445904760000,445910520000
451426140000,451427640000
451623540000,451632240000
453851460000,453852000000
454016160000,454023060000
475199520000,475209420000
483182040000,483187800000
507886500000,507890220000
508054680000,508060380000
568156260000,568166940000
577049640000,577052220000
583059360000,583063380000
583129080000,583138860000
583171380000,583174440000
583173840000,583179480000
591893580000,591896520000
591924120000,591927540000
592635420000,592639800000
598164360000,598169340000
598264680000,598265400000
598467060000,598473900000
599505900000,599514480000
600149520000,600151440000
600466980000,600470760000
600683340000,600691500000
600749640000,600758340000
600817500000,600822540000
601110120000,601110780000
601931280000,601937160000
602589000000,602599260000
603032160000,603036960000
603086820000,603093780000
605285220000,605288700000
605459700000,605464440000
605558880000,605570280000
605633700000,605635260000
605647980000,605650560000
605761140000,605765820000
605897160000,605915280000
606065040000,606069900000
606083700000,606087060000
606158940000,606166320000
606684300000,606691560000
608085840000,608092740000
610169160000,610174260000
610356180000,610367700000
612806220000,612809820000
612901740000,612906000000
613077960000,613091700000
613937580000,613946460000
613973940000,613975500000
614357280000,614366400000
617359140000,617360880000
618933420000,618941460000
619057860000,619061880000
619149540000,619161180000
619320720000,619321140000
620640600000,620641200000
620836080000,620838000000
620902620000,620905560000
621335400000,621336840000
621372480000,621374160000
623069220000,623082900000
625079280000,625093680000
625149300000,625153620000
625253760000,625285440000
625518060000,625518780000
626854860000,626857620000
627115080000,627124800000
627160680000,627167820000
627224880000,627231420000
627459540000,627460920000
627600300000,627602460000
627658320000,627661860000
628037700000,628050900000
628429500000,628441440000
630994140000,630998040000
631099920000,631102620000
637821540000,637827600000
639162300000,639166680000
640148100000,640151100000
640247400000,640251120000
642367080000,642371280000
642404220000,642405960000
642459480000,642461220000
642511920000,642514260000
642775560000,642787980000
643327920000,643333140000
643581960000,643585500000
643754700000,643757580000
651789420000,651794160000
661945380000,661948140000
662052780000,662054760000
662219700000,662225280000
664987200000,664998120000
665225340000,665231100000
665287080000,665299140000
667469340000,667474200000
668094960000,668101680000
668141760000,668143500000
668164200000,668166300000
668193360000,668195280000
668326260000,668338620000
668387640000,668388540000
668463600000,668464380000
668780880000,668783760000
668851200000,668859240000
668878080000,668880960000
668974320000,668975460000
669084420000,669085740000
669243240000,669251100000
669586800000,669591060000
669681780000,669683820000
669859680000,669862800000
669887880000,669890640000
670019160000,670023420000
670228920000,670232040000
670446660000,670447140000
672136020000,672146640000
674543160000,674552880000
675555240000,675564180000
678849600000,678852360000
679731480000,679733580000
679846560000,679851780000
679973760000,679979340000
680175960000,680177580000
680921160000,680926500000
681102420000,681105540000
683080260000,683096580000
684270660000,684274860000
684320760000,684323340000
688271820000,688274100000
688503180000,688519500000
688529160000,688532220000
688541880000,688546680000
688803060000,688813380000
689700720000,689706540000
690244440000,690247020000
691778040000,691782420000
693237600000,693241020000
693569580000,693574380000
696439380000,696443100000
698243520000,698247660000
699182520000,699195780000
709501620000,709511340000
709709220000,709711740000
710588700000,710592120000
715804920000,715812660000
715812600000,715814160000
720464520000,720482580000
720671460000,720674880000
836902860000,836905740000
878622720000,878623320000
878816940000,878817660000
880635540000,880636800000
893309700000,893312580000
893667300000,893669880000
894115860000,894117060000
894441480000,894442800000
903388200000,903389400000
903428040000,903429120000
903478200000,903479280000
903562500000,903563400000
903995400000,903998100000
911716200000,911717340000
911751000000,911752320000
911802480000,911804280000
911873220000,911875020000
912228840000,912233580000
933628680000,933629880000
935862720000,935864280000
939891240000,939891780000
943704300000,943704960000
949778220000,949779060000
951985200000,951985860000
953750040000,953751360000
953883660000,953884740000
960298200000,960299160000
960303480000,960306000000
960392040000,960393960000
961293120000,961293780000
963317520000,963322500000
963397080000,963398760000
963568980000,963571380000
970355580000,970356480000
975041700000,975042480000
975077460000,975079260000
975102180000,975103920000
975177180000,975178500000
975256440000,975257760000
985859820000,985861920000
986205840000,986206800000
986209080000,986213100000
986268300000,986273700000
986584200000,986585460000
986879160000,986881320000
987068340000,987072540000
993268920000,993269460000
998756580000,998759040000
1001323920000,1001329740000
1003452420000,1003453980000
1003507980000,1003509780000
1003772640000,1003774440000
1004020920000,1004023680000
1004889780000,1004893020000
1006681500000,1006682040000
1008057480000,1008058440000
1008253200000,1008254100000
1009569720000,1009575120000
1019349780000,1019356680000
1021908060000,1021908660000
1025662080000,1025662560000
1026763140000,1026764040000
1026977040000,1026978540000
1027199040000,1027202040000
1027383480000,1027385220000
1028401140000,1028401860000
1029907680000,1029908160000
1030150140000,1030152660000
1030711620000,1030714500000
1036082820000,1036083300000
1047927000000,1047928560000
1047988260000,1047990000000
1054076160000,1054077180000
1054081020000,1054082340000
1054169460000,1054170720000
1055194260000,1055194980000
1055287140000,1055290320000
1055361660000,1055363220000
1055719500000,1055723100000
1066580940000,1066583040000
1066897140000,1066898940000
1066938600000,1066940040000
1067147820000,1067153580000
1067188860000,1067196060000
1067792580000,1067794740000
1067821740000,1067823900000
1067852580000,1067854740000
1077760200000,1077761400000
1089855000000,1089856080000
1089915300000,1089916080000
1089942180000,1089943920000
1089973920000,1089974760000
1089985740000,1089986460000
1090050660000,1090051140000
1092420420000,1092420900000
1092850140000,1092851640000
1099136280000,1099137000000
1099842120000,1099844100000
1100051940000,1100053200000
1104537660000,1104539940000
1105748520000,1105750920000
1105827900000,1105831860000
1105945140000,1105956420000
1106121780000,1106124000000
1106202960000,1106205960000
1121336160000,1121340540000
1122704220000,1122706860000
1126212720000,1126214220000
1126233780000,1126235220000
1126258920000,1126260480000
1126293180000,1126298160000
1126370040000,1126371060000
1126387800000,1126392180000
1126639140000,1126645020000
1126653300000,1126654200000
1126773000000,1126773960000
1165313880000,1165315500000
1165429740000,1165431600000
1165976040000,1165978620000
1166130420000,1166135160000
1297734240000,1297735560000
1299712380000,1299713340000
1312876080000,1312877280000
1315347120000,1315347840000
1315434720000,1315435440000
1316687340000,1316691840000
1316856060000,1316857680000
1320351360000,1320352320000
1327685820000,1327690560000
1330914600000,1330922580000
1331078520000,1331080800000
1331082300000,1331083380000
1341615660000,1341616440000
1342107420000,1342114200000
1350961980000,1350962460000
1368409980000,1368412320000
